"","X","region","income","happy","age","finrela","marital","degree","health","wrkstat","partyid","polviews","sex","year"
"26775",26775,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",28,"AVERAGE","MARRIED","BACHELOR","GOOD","KEEPING HOUSE","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",1993
"2523",2523,"E. NOR. CENTRAL","$3000 TO 3999","PRETTY HAPPY",77,"AVERAGE","WIDOWED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",1974
"14427",14427,"MIDDLE ATLANTIC","$10000 - 14999",NA,46,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","MODERATE","FEMALE",1984
"43146",43146,"MIDDLE ATLANTIC","$25000 OR MORE",NA,60,NA,"MARRIED","BACHELOR",NA,"RETIRED","NOT STR REPUBLICAN",NA,"MALE",2004
"15743",15743,"W. NOR. CENTRAL","$8000 TO 9999","VERY HAPPY",70,"AVERAGE","WIDOWED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",1985
"15485",15485,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",26,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","MODERATE","MALE",1985
"23544",23544,"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",47,"ABOVE AVERAGE","MARRIED","BACHELOR",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1990
"24265",24265,"MIDDLE ATLANTIC","REFUSED","PRETTY HAPPY",51,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",1990
"35524",35524,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",41,"ABOVE AVERAGE","DIVORCED","BACHELOR","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1998
"15149",15149,"W. NOR. CENTRAL","$15000 - 19999","VERY HAPPY",35,"AVERAGE","NEVER MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","EXTREMELY LIBERAL","MALE",1984
"845",845,"W. SOU. CENTRAL",NA,"PRETTY HAPPY",48,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","KEEPING HOUSE","NOT STR DEMOCRAT",NA,"FEMALE",1973
"24354",24354,"W. NOR. CENTRAL","$5000 TO 5999","PRETTY HAPPY",32,"FAR BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",1990
"44761",44761,"MOUNTAIN","$25000 OR MORE",NA,31,NA,"MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG REPUBLICAN",NA,"FEMALE",2004
"49456",49456,"NEW ENGLAND","$20000 - 24999","NOT TOO HAPPY",39,"FAR BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"TEMP NOT WORKING","IND NEAR REP","LIBERAL","FEMALE",2008
"37643",37643,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",45,"AVERAGE","DIVORCED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2000
"2199",2199,"W. NOR. CENTRAL","$15000 - 19999","NOT TOO HAPPY",52,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","MALE",1974
"16007",16007,"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",39,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",1985
"3314",3314,"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",71,"AVERAGE","WIDOWED","BACHELOR","FAIR","RETIRED","INDEPENDENT","MODERATE","MALE",1975
"385",385,"NEW ENGLAND","$15000 - 19999","VERY HAPPY",52,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",1973
"4477",4477,"W. SOU. CENTRAL","$25000 OR MORE","VERY HAPPY",60,"ABOVE AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","RETIRED","NOT STR DEMOCRAT","MODERATE","MALE",1975
"5534",5534,"PACIFIC","$10000 - 14999","PRETTY HAPPY",38,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",1976
"19976",19976,"E. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",60,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",1987
"32855",32855,"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",45,"ABOVE AVERAGE","NEVER MARRIED","BACHELOR",NA,"WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",1996
"3493",3493,"MIDDLE ATLANTIC","$10000 - 14999","NOT TOO HAPPY",58,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",1975
"53111",53111,"W. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",56,"AVERAGE","SEPARATED","HIGH SCHOOL","IAP","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2010
"3950",3950,"PACIFIC",NA,"PRETTY HAPPY",19,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","OTHER","IND NEAR REP","MODERATE","MALE",1975
"35347",35347,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",32,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","SLIGHTLY LIBERAL","FEMALE",1998
"46334",46334,"W. SOU. CENTRAL",NA,NA,55,NA,"MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2006
"34328",34328,"W. SOU. CENTRAL","$8000 TO 9999","PRETTY HAPPY",35,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",1998
"23574",23574,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",20,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","FAIR","SCHOOL","IND NEAR DEM","LIBERAL","MALE",1990
"14569",14569,"E. NOR. CENTRAL","$15000 - 19999","VERY HAPPY",73,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","RETIRED","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","MALE",1984
"6854",6854,"E. NOR. CENTRAL","LT $1000","VERY HAPPY",31,"AVERAGE","MARRIED","GRADUATE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","EXTREMELY LIBERAL","MALE",1977
"49826",49826,"W. SOU. CENTRAL","$25000 OR MORE","VERY HAPPY",72,"AVERAGE","MARRIED","GRADUATE","GOOD","RETIRED","NOT STR REPUBLICAN","MODERATE","MALE",2008
"45511",45511,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",50,"ABOVE AVERAGE","MARRIED","BACHELOR",NA,"WORKING FULLTIME","OTHER PARTY","SLGHTLY CONSERVATIVE","MALE",2006
"26238",26238,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",37,"FAR ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING PARTTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",1993
"43102",43102,"NEW ENGLAND","$20000 - 24999",NA,78,NA,"WIDOWED","HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2004
"1083",1083,"SOUTH ATLANTIC","$10000 - 14999","VERY HAPPY",25,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","UNEMPL LAID OFF","OTHER PARTY",NA,"MALE",1973
"11336",11336,"MIDDLE ATLANTIC","$25000 OR MORE","NOT TOO HAPPY",44,"AVERAGE","MARRIED","HIGH SCHOOL","POOR","UNEMPL LAID OFF","NOT STR DEMOCRAT","MODERATE","MALE",1982
"36763",36763,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",29,"AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2000
"13598",13598,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",45,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",1983
"18486",18486,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",27,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1987
"13714",13714,"W. NOR. CENTRAL",NA,"PRETTY HAPPY",66,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","IND NEAR DEM",NA,"FEMALE",1983
"37520",37520,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",30,"AVERAGE","SEPARATED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2000
"35835",35835,"E. SOU. CENTRAL","$20000 - 24999","PRETTY HAPPY",81,"ABOVE AVERAGE","WIDOWED","BACHELOR","GOOD","RETIRED","NOT STR REPUBLICAN","CONSERVATIVE","MALE",1998
"46977",46977,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",35,"AVERAGE","MARRIED","BACHELOR","GOOD","SCHOOL","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"30365",30365,"SOUTH ATLANTIC","$10000 - 14999","NOT TOO HAPPY",72,"AVERAGE","WIDOWED","LT HIGH SCHOOL",NA,"RETIRED","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",1994
"9243",9243,"E. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",38,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1980
"42236",42236,"MIDDLE ATLANTIC","$25000 OR MORE",NA,61,NA,"NEVER MARRIED","LT HIGH SCHOOL",NA,"TEMP NOT WORKING","NOT STR REPUBLICAN",NA,"MALE",2004
"32732",32732,"W. SOU. CENTRAL","$5000 TO 5999","VERY HAPPY",21,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","SCHOOL","NOT STR DEMOCRAT","MODERATE","MALE",1996
"32337",32337,"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",26,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",1996
"7834",7834,"SOUTH ATLANTIC","$15000 - 19999","PRETTY HAPPY",31,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","EXTREMELY LIBERAL","MALE",1978
"13666",13666,"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",50,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1983
"10460",10460,"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",28,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","IND NEAR DEM","SLGHTLY CONSERVATIVE","FEMALE",1980
"46868",46868,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",19,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","SCHOOL","INDEPENDENT","MODERATE","MALE",2006
"21579",21579,"SOUTH ATLANTIC","$20000 - 24999","VERY HAPPY",21,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","UNEMPL LAID OFF","STRONG REPUBLICAN","MODERATE","FEMALE",1988
"30684",30684,"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",43,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",1994
"14455",14455,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",50,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","MALE",1984
"28817",28817,"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",64,"AVERAGE","WIDOWED","HIGH SCHOOL",NA,"WORKING PARTTIME","IND NEAR DEM","MODERATE","FEMALE",1994
"34104",34104,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",27,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1998
"10013",10013,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",54,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",1980
"9193",9193,"E. NOR. CENTRAL","REFUSED","VERY HAPPY",49,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1980
"27508",27508,"W. SOU. CENTRAL",NA,NA,52,NA,"WIDOWED",NA,NA,"RETIRED",NA,NA,"FEMALE",1993
"17428",17428,"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",33,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"TEMP NOT WORKING","INDEPENDENT","CONSERVATIVE","FEMALE",1986
"14523",14523,"W. NOR. CENTRAL","$20000 - 24999","VERY HAPPY",32,"BELOW AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",1984
"15867",15867,"NEW ENGLAND","$25000 OR MORE","PRETTY HAPPY",35,"AVERAGE","MARRIED","GRADUATE","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1985
"9052",9052,"NEW ENGLAND","$15000 - 19999","NOT TOO HAPPY",30,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR DEM","LIBERAL","MALE",1980
"33413",33413,"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",44,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","FEMALE",1996
"31222",31222,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",56,"AVERAGE","WIDOWED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG REPUBLICAN","MODERATE","FEMALE",1996
"22901",22901,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",38,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING PARTTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1989
"17065",17065,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",37,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR DEM","LIBERAL","FEMALE",1986
"42417",42417,"PACIFIC",NA,"NOT TOO HAPPY",19,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING PARTTIME","IND NEAR DEM","EXTREMELY LIBERAL","MALE",2004
"6793",6793,"MIDDLE ATLANTIC","$5000 TO 5999","PRETTY HAPPY",67,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","RETIRED","STRONG DEMOCRAT","CONSERVATIVE","MALE",1977
"47176",47176,"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",45,"AVERAGE","MARRIED","JUNIOR COLLEGE","FAIR","WORKING PARTTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2006
"44161",44161,"MOUNTAIN","$20000 - 24999","VERY HAPPY",35,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2004
"18487",18487,"MIDDLE ATLANTIC",NA,"PRETTY HAPPY",62,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",1987
"1664",1664,"PACIFIC","$5000 TO 5999","PRETTY HAPPY",60,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","MODERATE","FEMALE",1974
"30058",30058,"NEW ENGLAND","REFUSED","NOT TOO HAPPY",87,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","RETIRED","INDEPENDENT","CONSERVATIVE","FEMALE",1994
"2857",2857,"SOUTH ATLANTIC","$3000 TO 3999","VERY HAPPY",83,"AVERAGE","WIDOWED","HIGH SCHOOL","FAIR","KEEPING HOUSE","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",1974
"42451",42451,"PACIFIC","$25000 OR MORE",NA,89,NA,"MARRIED","BACHELOR","GOOD","RETIRED","NOT STR REPUBLICAN",NA,"MALE",2004
"42442",42442,"PACIFIC","$10000 - 14999","VERY HAPPY",76,"AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","RETIRED","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2004
"9933",9933,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",50,"AVERAGE","MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",1980
"32806",32806,"MOUNTAIN","$15000 - 19999","NOT TOO HAPPY",26,"ABOVE AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",1996
"17523",17523,"W. NOR. CENTRAL","$8000 TO 9999","NOT TOO HAPPY",51,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",1986
"34390",34390,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",31,"ABOVE AVERAGE","NEVER MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",1998
"15292",15292,"W. SOU. CENTRAL","$10000 - 14999","VERY HAPPY",36,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","IND NEAR REP","CONSERVATIVE","FEMALE",1984
"6701",6701,"SOUTH ATLANTIC",NA,"PRETTY HAPPY",71,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",1977
"19609",19609,"W. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",32,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",1987
"36993",36993,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",35,"AVERAGE","DIVORCED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2000
"13793",13793,"W. SOU. CENTRAL","$25000 OR MORE","VERY HAPPY",39,"AVERAGE","MARRIED","BACHELOR",NA,"WORKING FULLTIME","NOT STR REPUBLICAN",NA,"FEMALE",1983
"42359",42359,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",25,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2004
"34463",34463,"SOUTH ATLANTIC","$15000 - 19999","PRETTY HAPPY",29,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT",NA,"FEMALE",1998
"39328",39328,"W. SOU. CENTRAL","$25000 OR MORE",NA,71,NA,"MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2002
"28632",28632,"SOUTH ATLANTIC","$10000 - 14999","NOT TOO HAPPY",43,"BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT",NA,"MALE",1994
"45039",45039,"MIDDLE ATLANTIC","REFUSED","VERY HAPPY",58,"AVERAGE","MARRIED","BACHELOR",NA,"SCHOOL","INDEPENDENT",NA,"FEMALE",2006
"50654",50654,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",44,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR DEM","LIBERAL","FEMALE",2008
"22367",22367,"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",28,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",1989
"10170",10170,"W. SOU. CENTRAL","$20000 - 24999","PRETTY HAPPY",51,"AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","IND NEAR REP","MODERATE","FEMALE",1980
"25176",25176,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",30,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","MODERATE","FEMALE",1991
"46391",46391,"SOUTH ATLANTIC","$25000 OR MORE",NA,41,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","MALE",2006
"41704",41704,"MIDDLE ATLANTIC","$15000 - 19999","VERY HAPPY",53,"AVERAGE","WIDOWED","HIGH SCHOOL",NA,"WORKING PARTTIME","NOT STR REPUBLICAN","LIBERAL","MALE",2002
"50780",50780,"PACIFIC","$25000 OR MORE","NOT TOO HAPPY",55,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING PARTTIME","INDEPENDENT",NA,"FEMALE",2008
"47268",47268,"E. SOU. CENTRAL","$6000 TO 6999",NA,72,NA,"WIDOWED","HIGH SCHOOL","GOOD","RETIRED","INDEPENDENT","LIBERAL","FEMALE",2006
"14243",14243,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",38,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",1984
"3412",3412,"E. NOR. CENTRAL","$8000 TO 9999","PRETTY HAPPY",27,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","IND NEAR DEM","MODERATE","FEMALE",1975
"24662",24662,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",64,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","POOR","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1991
"37064",37064,"NEW ENGLAND","$25000 OR MORE","PRETTY HAPPY",48,"ABOVE AVERAGE","MARRIED","GRADUATE","GOOD","WORKING FULLTIME","IND NEAR DEM","LIBERAL","FEMALE",2000
"46658",46658,"MIDDLE ATLANTIC","$25000 OR MORE",NA,32,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","MODERATE","FEMALE",2006
"43475",43475,"W. NOR. CENTRAL","$25000 OR MORE",NA,44,NA,"MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG DEMOCRAT",NA,"MALE",2004
"15522",15522,"PACIFIC","$25000 OR MORE","VERY HAPPY",63,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","POOR","KEEPING HOUSE","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1985
"33940",33940,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",19,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR DEM",NA,"FEMALE",1998
"37052",37052,"MIDDLE ATLANTIC","$5000 TO 5999","NOT TOO HAPPY",44,"BELOW AVERAGE","SEPARATED","HIGH SCHOOL","FAIR","KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2000
"32836",32836,"MOUNTAIN","$25000 OR MORE","VERY HAPPY",45,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",1996
"52429",52429,"NOT ASSIGNED","REFUSED","VERY HAPPY",39,NA,"MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","CONSERVATIVE","MALE",2010
"29899",29899,"MOUNTAIN","$20000 - 24999","PRETTY HAPPY",75,"AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG REPUBLICAN","MODERATE","FEMALE",1994
"30203",30203,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",25,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",1994
"5200",5200,"SOUTH ATLANTIC","$7000 TO 7999","PRETTY HAPPY",61,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT",NA,"MALE",1976
"31645",31645,"MOUNTAIN","$20000 - 24999","PRETTY HAPPY",23,"AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",1996
"14563",14563,"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",72,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","RETIRED","OTHER PARTY","SLGHTLY CONSERVATIVE","MALE",1984
"27282",27282,"MIDDLE ATLANTIC","$3000 TO 3999","PRETTY HAPPY",24,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",1993
"36765",36765,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",26,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","CONSERVATIVE","MALE",2000
"16904",16904,"PACIFIC","$20000 - 24999","VERY HAPPY",33,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","INDEPENDENT","SLIGHTLY LIBERAL","FEMALE",1985
"1963",1963,"E. NOR. CENTRAL",NA,"PRETTY HAPPY",46,"AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",1974
"42413",42413,"E. NOR. CENTRAL","$25000 OR MORE",NA,37,NA,"MARRIED","BACHELOR",NA,"TEMP NOT WORKING","IND NEAR REP",NA,"FEMALE",2004
"23607",23607,"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",35,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",1990
"10265",10265,"PACIFIC","$20000 - 24999","PRETTY HAPPY",43,"AVERAGE","MARRIED","BACHELOR","GOOD","KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",1980
